Player,2PA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,2P%,3P%,eFG%,FT%,TS%
Karl Malone*,17.7,0.2,10.2,2.7,8.1,2.8,1.3,0.6,2.9,2.7,26.8,0.53,0.176,0.527,0.778,0.599
Karl Malone*,16.5,0.2,9.7,2.6,8,3.6,1.4,1,2.8,3,25.8,0.557,0.2,0.554,0.74,0.612
Karl Malone*,16.3,0.3,7.6,1.7,6.4,4,1.8,0.7,3.1,2.7,21.2,0.456,0.36,0.457,0.797,0.532
Karl Malone*,16.4,0.3,8,2.5,7.6,3.5,1.4,1.4,2.5,2.9,22.3,0.503,0.25,0.5,0.694,0.55
Karl Malone*,17.4,0.5,8,1.8,8.2,3.3,1.5,1,2.7,3.1,25.2,0.543,0.268,0.54,0.742,0.59
Karl Malone*,17.1,0.5,8.2,2,7.3,4,1.6,0.6,2.3,2.8,24.4,0.522,0.4,0.524,0.723,0.575
Karl Malone*,18.5,0.1,8.9,3.1,8,2.2,1.3,0.6,3.7,3.3,25.5,0.522,0,0.52,0.7,0.568
Karl Malone*,18.7,0.2,8.3,2.3,7.4,4.4,1.4,0.6,2.8,2.6,27,0.555,0,0.55,0.755,0.6
Karl Malone*,17.8,0.2,10.6,3,6.8,2.5,1.7,0.8,3.3,3.3,26.8,0.521,0.313,0.521,0.766,0.592
Karl Malone*,17.4,0.1,9.8,2.2,7.7,3.8,1.1,0.8,2.9,2.8,26,0.531,0.333,0.531,0.761,0.597
Karl Malone*,18.3,0.5,10.5,2.7,7.8,2.6,1.4,0.6,3.5,3,29.3,0.567,0.372,0.567,0.762,0.626
Jeff Malone,18.1,0.2,4.5,0.8,2.7,2.3,0.8,0.1,2,2.2,21.6,0.486,0.176,0.484,0.868,0.533
Jeff Malone,19.3,0.3,5.5,0.7,2.2,3.9,1,0.2,2.4,2,22.9,0.462,0.154,0.458,0.885,0.518
Dan Majerle,11.7,2.9,3.8,1.9,4.2,3.5,1.7,0.5,1.3,2,17.9,0.502,0.382,0.516,0.756,0.551
Dan Majerle,7.4,4.9,2.9,1.4,3,3.5,1.6,0.4,1.5,2,15.6,0.52,0.381,0.541,0.778,0.573
Dan Majerle,5.6,6.4,3.3,1.2,3.2,4,1.1,0.4,1.2,1.8,14.9,0.495,0.363,0.521,0.73,0.555
Jamaal Magloire,10.5,0,6.1,3.5,7.5,1.1,0.6,1.3,2.6,3.6,14.5,0.474,0,0.473,0.751,0.551
Maurice Lucas,14.5,0,5,2.8,8.3,3,0.8,0.6,3.1,3.8,17.7,0.474,0.333,0.474,0.781,0.528
Kyle Lowry,9.7,5.8,4.7,0.8,4.1,7.1,1.6,0.2,2.6,3.2,18.6,0.457,0.338,0.476,0.808,0.527
Kyle Lowry,8.2,6.9,6.4,0.7,4,6.2,2,0.4,2.8,2.7,20.9,0.474,0.385,0.521,0.814,0.585
Kevin Love,11.2,2.9,6.9,4.5,10.8,2.5,0.6,0.4,2.1,2,20.4,0.483,0.417,0.513,0.85,0.593
Kevin Love,13,4.7,7.7,3.8,8.5,1.9,0.8,0.5,2.1,2.6,24,0.475,0.372,0.497,0.824,0.568
Kevin Love,11.8,6.5,8.1,2.9,9.5,4.4,0.8,0.5,2.5,1.8,25.9,0.502,0.376,0.524,0.821,0.591
Brook Lopez,17.5,0,6.3,3.3,4.9,1.1,0.5,2.5,2.1,2.4,23,0.522,0,0.521,0.758,0.567
Reggie Lewis,16.1,0.2,4,1.4,3.2,2.2,1.5,1.2,1.6,3,20,0.507,0.238,0.505,0.851,0.55
Rashard Lewis,9.6,5.8,3.8,1.5,3.7,1.3,1,0.8,1.6,2.1,19.4,0.499,0.4,0.537,0.777,0.571
Rashard Lewis,6.7,7,3.4,1.2,4.5,2.6,1,0.6,2,2.4,17.6,0.482,0.397,0.54,0.836,0.58
Fat Lever,15.3,0.7,3.7,2.4,5.4,7.5,2.6,0.2,2.1,2.5,18.2,0.484,0.211,0.477,0.785,0.516
Fat Lever,15.2,1.1,4.3,2.9,6.4,6.6,2.1,0.2,2,2.2,18.3,0.445,0.414,0.457,0.804,0.504
Kawhi Leonard,12.1,4.4,4.7,1.4,6.1,2.7,1.9,1,1.6,2,23.1,0.526,0.462,0.571,0.88,0.619
David Lee,14.9,0.1,3.9,2.7,8.6,3.5,1,0.5,2.3,3.1,19.6,0.549,0,0.545,0.812,0.584
David Lee,14.3,0,4,2.7,8.3,3.5,0.8,0.3,2.6,3,18.1,0.521,0,0.519,0.797,0.561
Bob Lanier*,13.2,0,4.4,1.7,5.4,4,1.3,1,3,3.8,18.1,0.56,0,0.558,0.752,0.596
Bill Laimbeer,10.8,0.2,3.9,3.5,8.9,3.3,0.6,1.5,2.2,4,14,0.502,0.154,0.498,0.79,0.552
Bill Laimbeer,13,0.1,4.6,4.1,8.5,1.9,0.6,1.1,1.9,3.4,17.9,0.535,0,0.53,0.866,0.59
Bill Laimbeer,14.4,0.2,3.8,3.7,8.9,1.9,0.9,0.9,1.6,3.8,17.9,0.51,0.222,0.507,0.797,0.548
Bill Laimbeer,12.5,0.3,3.5,3.1,9,1.9,0.9,0.9,1.5,3.6,15.9,0.506,0.286,0.504,0.894,0.559
Christian Laettner,11.9,1,5,2.4,5.8,2.6,1.2,0.7,2.5,3.2,17,0.497,0.352,0.5,0.816,0.562
Kyle Korver,2.2,6.7,1.8,0.2,4.3,2.9,0.8,0.6,1.6,2.1,13.6,0.47,0.492,0.671,0.898,0.699
Andrei Kirilenko,9.1,2.5,6.2,2.8,5,3,1.9,2.7,2.7,2.2,16,0.471,0.338,0.479,0.79,0.559
Bernard King*,16.4,0.1,6.3,1.8,4.1,3.5,1,0.3,3.4,3.6,23.1,0.568,0.2,0.567,0.705,0.6
Bernard King*,18.7,0.1,7.6,1.7,3.7,2.2,1,0.2,2.7,3.7,27.4,0.573,0,0.572,0.779,0.619
Bernard King*,22.6,0.2,9.6,2,3.5,3.6,1.2,0.3,3.6,3.3,31.6,0.534,0.1,0.531,0.772,0.585
Bernard King*,22.1,0.6,7.3,1.7,3.1,4.4,0.8,0.2,3.8,2.8,27.2,0.478,0.216,0.475,0.79,0.527
Jason Kidd,10.6,4.7,3.9,2.4,4.2,9.3,2.1,0.3,3.9,1.8,16,0.401,0.336,0.433,0.692,0.468
Jason Kidd,6,3.9,2,1.2,6.3,10,1.7,0.3,3.3,2,10.7,0.387,0.381,0.46,0.818,0.499
Jason Kidd,7.2,2.7,2.4,1.2,4.6,8.6,1.9,0.3,3,1.6,11,0.454,0.313,0.458,0.799,0.502
Jason Kidd,3.2,5.2,1.2,0.6,5,9,1.8,0.4,2.4,1.8,10.3,0.42,0.425,0.554,0.808,0.577
Jason Kidd,9.5,2.3,3.4,1.3,5.3,9.3,1.8,0.4,3.1,2,13.2,0.427,0.337,0.442,0.829,0.498
Jason Kidd,10.2,2.7,4.7,1.1,4.7,8.8,1.9,0.3,3.4,2,15.3,0.442,0.297,0.443,0.814,0.51
Jason Kidd,9.1,4.3,2.9,1.5,5.5,9.5,2.1,0.2,3.4,1.6,14.2,0.424,0.321,0.442,0.814,0.484
Jason Kidd,10.5,4.5,4.9,1.3,4.7,8.6,2.2,0.3,3.6,1.5,18,0.445,0.341,0.465,0.841,0.526
Jason Kidd,9.8,4.3,3.7,1.2,5,9.1,1.8,0.2,3.1,1.6,15.2,0.411,0.321,0.433,0.827,0.485
Jason Kidd,6.7,4.4,2.8,1.7,6.4,9,1.6,0.3,2.6,1.8,12.8,0.448,0.343,0.475,0.778,0.516
Shawn Kemp,14.5,0.1,7,4,7.6,2.2,1.7,2,3,4.6,19.4,0.494,0,0.492,0.712,0.547
Shawn Kemp,13.7,0.1,6.8,4.3,7.5,2.9,2,2.3,3.6,4.3,19.8,0.54,0.25,0.539,0.741,0.593
Shawn Kemp,13.3,0.1,7.9,4.3,7.7,2,1.4,1.6,3.5,4.5,20.6,0.548,0.286,0.548,0.749,0.61
Shawn Kemp,12.7,0.2,9.1,3.8,8.6,2.4,1.3,1.7,4.3,4.1,21.2,0.563,0.417,0.564,0.742,0.631
Shawn Kemp,13.1,0.4,8,3.6,7,2,1.6,1.1,3.7,4.2,19.8,0.515,0.364,0.516,0.742,0.583
Shawn Kemp,15,0.1,7.2,2.8,6.8,2.6,1.4,1.2,3.5,4,18.7,0.446,0.25,0.446,0.727,0.512
Chris Kaman,16.5,0.1,4.2,2.5,7.2,1.7,0.5,1.3,3.1,2.9,19.4,0.492,0,0.49,0.749,0.527
Michael Jordan*,17.5,0.7,3.8,0.8,5.1,3.7,1.5,0.5,2.1,2,19.5,0.45,0.291,0.45,0.821,0.491
Michael Jordan*,19.4,2.8,7.9,1.6,4.8,5.8,2.6,0.6,2.8,2.7,31,0.548,0.376,0.55,0.848,0.606
Michael Jordan*,20.7,1.1,8,1.4,4.4,5.4,2.6,1,2.4,2.7,30.6,0.551,0.312,0.547,0.851,0.605
Michael Jordan*,19.9,1.2,6.8,1.1,4.9,5.7,2.1,0.9,2.3,2.3,27.9,0.533,0.27,0.526,0.832,0.579
Michael Jordan*,20.8,2.7,6.7,1.6,4.5,5,2.6,0.7,2.4,2.2,29.8,0.514,0.352,0.515,0.837,0.564
Michael Jordan*,18,0.6,8.5,1.9,4.2,5.5,2.2,0.8,3.3,3.3,26.5,0.526,0.173,0.518,0.845,0.592
Michael Jordan*,18.5,3,7.7,1.7,4.6,4.1,2.1,0.5,2.3,2.3,29,0.506,0.427,0.525,0.834,0.582
Michael Jordan*,24.7,1.4,10,1.8,3.3,4.2,3,1.7,3.6,3.7,32.6,0.474,0.167,0.462,0.84,0.533
Michael Jordan*,18.5,3.4,6.7,1.3,4.3,4.1,1.6,0.5,1.9,1.8,28.2,0.507,0.374,0.516,0.833,0.567
Michael Jordan*,24.3,0.7,10.7,1.8,2.9,4.1,2.6,1.4,3,2.6,33.4,0.491,0.182,0.484,0.857,0.562
Michael Jordan*,20,1.4,8.2,1.5,3.9,3.2,1.6,0.5,2.1,1.7,26.7,0.482,0.238,0.473,0.784,0.533
Michael Jordan*,21.1,0.6,9.4,1.5,3.4,5.3,2.8,1.4,2.7,2.9,31.2,0.546,0.132,0.537,0.841,0.603
Michael Jordan*,21.9,0.9,5.7,0.9,5,5.3,1.5,0.4,2.8,2,23.7,0.426,0.189,0.42,0.79,0.468
Michael Jordan*,18.8,1.1,8.8,1.6,5.6,7.2,2.6,0.7,3.2,2.7,29.1,0.553,0.276,0.546,0.85,0.614
Eddie Jones,8.3,4.7,4,1.1,2.8,3.2,2.3,0.6,2,2.7,16.5,0.464,0.391,0.508,0.819,0.559
Eddie Jones,7.9,4.6,3.8,1.1,2.7,3,2,0.7,1.8,2,16.7,0.538,0.389,0.555,0.765,0.592
Eddie Jones,10,4.4,5.4,1,3.4,3.9,2.5,0.6,2.1,2.3,18.5,0.45,0.375,0.484,0.864,0.555
Bobby Jones,13.2,0.1,6.1,2.5,5.2,4,1.7,1.3,2.6,4,19.3,0.541,0,0.539,0.813,0.604
Bobby Jones,12.1,0,5.5,1.8,4.7,3.1,1.6,1.8,2.4,3.5,18.1,0.567,0,0.564,0.79,0.62
Steve Johnson,16.7,0,8.5,2.9,5.4,2,0.6,1.1,4.2,5.2,22.7,0.53,0,0.529,0.586,0.554
Marques Johnson,17.7,0.3,4.5,2.5,4.6,4.6,1.3,0.7,2.5,2.7,21.6,0.514,0.2,0.511,0.735,0.543
Marques Johnson,16.4,0.2,5.4,2.2,3.6,3.9,1.5,0.7,2.5,3,21.1,0.516,0.067,0.511,0.76,0.555
Marques Johnson,16.9,0.1,4.9,2.9,4.7,3.7,1.3,0.9,2.5,2.3,22.4,0.546,0.222,0.545,0.791,0.585
Marques Johnson,16.2,0.1,5.4,3.2,4.1,4.9,1.6,0.6,2.7,2.8,21.8,0.556,0,0.552,0.706,0.583
Magic Johnson*,15.7,0.5,7.8,1.5,4.7,12.1,1.7,0.4,3.7,2.1,23.7,0.532,0.205,0.525,0.848,0.602
Magic Johnson*,12.8,0.8,6.7,1.2,4.9,11.7,1.6,0.2,3.7,2,19.2,0.51,0.196,0.497,0.853,0.581
Magic Johnson*,11.8,0.4,6,2.1,5.5,7.3,2.4,0.5,3.9,2.8,17.9,0.54,0.226,0.534,0.81,0.602
Magic Johnson*,11.8,2.3,7,1.4,6.2,12.3,1.7,0.3,3.9,2.1,21.6,0.548,0.314,0.535,0.911,0.625
Magic Johnson*,12.1,0.3,5.2,3,6,8.9,2.5,0.4,3.4,2.7,17.4,0.546,0.207,0.54,0.76,0.59
Magic Johnson*,10.6,3.4,7.8,1.6,4.8,11.1,1.6,0.4,3.5,2,21.6,0.51,0.384,0.526,0.89,0.622
Magic Johnson*,11.3,0.3,4.7,2.7,5.8,10.3,2.2,0.6,3.7,2.5,16.4,0.56,0,0.548,0.8,0.603
Magic Johnson*,8.9,3.1,7,1.3,5.5,12.1,1.3,0.2,3.9,1.8,18.8,0.532,0.32,0.518,0.906,0.623
Magic Johnson*,10.5,0.4,5,1.4,5.5,12.3,2.1,0.7,4.3,2.4,16.5,0.579,0.207,0.569,0.81,0.628
Magic Johnson*,11.2,0.5,6,1.2,5,12.5,1.5,0.3,3.9,2,18.2,0.577,0.189,0.565,0.843,0.637
Magic Johnson*,12.2,0.6,6.1,1.2,4.8,12.7,1.6,0.2,3.8,1.9,18.9,0.541,0.233,0.532,0.871,0.61
Dirk Nowitzki,12.9,4.5,5.2,0.5,6.3,3,1,0.6,1.6,2.3,23.8,0.532,0.398,0.549,0.899,0.603
Dirk Nowitzki,15.1,3.2,7,1.3,7.1,2.6,0.7,1,1.8,1.9,25.1,0.496,0.406,0.515,0.901,0.589
Dirk Nowitzki,12.4,4.3,4.6,0.7,6.5,2.3,0.6,0.5,1.3,2.5,21,0.486,0.38,0.508,0.882,0.56
Joakim Noah,9.3,0.1,3.5,3.9,7,3.9,1.2,2.1,2.6,2.7,11.6,0.485,0,0.481,0.751,0.534
Joakim Noah,10.2,0,4.3,3.6,7.9,5.5,1.3,1.5,2.5,3.1,12.9,0.476,0,0.475,0.737,0.531
Norm Nixon,14.7,1.2,2.7,0.7,2,8.8,1.2,0,3.4,2.2,17.4,0.476,0.333,0.478,0.78,0.507
Norm Nixon,15,0.1,2.7,0.5,1.6,7.8,1.6,0.1,2.8,3.1,17.1,0.495,0.25,0.494,0.808,0.525
Jameer Nelson,9.6,5,2.7,0.6,3.4,6.2,1.4,0.1,2.3,3.4,19.3,0.529,0.453,0.58,0.887,0.612
Calvin Natt,17,0,7.6,2.8,5.4,3.2,1,0.4,2.6,2.5,24.6,0.547,0,0.546,0.793,0.604
Steve Nash,9.2,4.4,3.6,0.6,3.7,10.6,0.8,0.2,3.6,1.5,19.2,0.548,0.439,0.583,0.921,0.632
Steve Nash,8.4,4.6,3.3,0.4,3.2,11.9,0.8,0.1,3.9,1.6,19,0.575,0.455,0.613,0.899,0.654
Steve Nash,7.5,4.9,3.2,0.4,3.3,11.6,0.7,0.1,3.8,1.5,17.8,0.527,0.47,0.597,0.906,0.641
Steve Nash,9.4,3.9,3,0.5,3.2,12.1,0.6,0.2,4,1.5,18,0.54,0.426,0.57,0.938,0.615
Steve Nash,7.6,2.6,2.6,0.5,2.9,12.2,0.7,0.1,4.2,1,14.2,0.58,0.39,0.581,0.894,0.625
Steve Nash,9.5,4.4,3.7,0.6,2.6,8,0.7,0.1,2.9,2.1,18.6,0.495,0.455,0.554,0.887,0.602
Steve Nash,11.2,3.6,4.5,0.8,2.3,7.9,1.1,0.1,2.5,1.8,19.3,0.482,0.413,0.515,0.909,0.576
Steve Nash,8.9,3.1,3.3,0.8,2.7,12,1,0.1,3.4,1.9,16.3,0.526,0.431,0.557,0.887,0.606
Larry Nance,14.3,0,4.2,3.2,5.6,2.6,1.4,1.7,2.2,3,19.8,0.587,0.5,0.588,0.709,0.612
Larry Nance,13.1,0.1,4.8,2.2,6.1,2.3,0.8,2.9,1.7,2.7,17.9,0.541,0,0.539,0.799,0.59
Larry Nance,12.6,0.1,3.2,2.4,6.3,2.9,0.7,2.6,1.4,2.9,16.6,0.551,0,0.549,0.818,0.587
Dikembe Mutombo*,7.7,0,4,4.3,9.8,1.1,0.4,2.8,2,2.8,10.4,0.484,,0.484,0.725,0.547
Dikembe Mutombo*,7.9,0,4.5,3.1,7.5,1,0.4,2.4,1.9,3,11.4,0.501,,0.501,0.764,0.574
